company_name	location	labor_bureau	first_appeared	last_appeared	duration_days	violation_law	violation_summary	prosecution_date	status	crossed_data_gap
カンサイ（株）	岐阜県揖斐郡大野町	岐阜労働局	2021-09-03	2022-12-01	454	労働安全衛生法第20条 労働安全衛生規則第101条	スクリューコンベヤーの回転軸部分に労働 者が巻き込まれる恐れがあったが、囲い等 を設けなかったもの	2021-09-03	removed	
吹上建材（株）	石川県白山市	石川労働局	2022-04-20	2023-11-30	589	労働安全衛生法第20条 労働安全衛生規則第101条	ベルトコンベヤーの回転軸の労働者が巻き 込まれるおそれのある部分に覆い等を設け ていなかったもの	2022-04-20	removed	
溝江建築	大阪府泉南市	大阪労働局	2021-12-16	2023-11-30	714	労働安全衛生法第21条 労働安全衛生規則第518条	高さ4.16ｍの梁上で作業を行わせるに当た り、安全帯を使用させることなく労働者に 作業を行わせたもの	2021-12-16	removed	
宮田製作所	石川県加賀市	石川労働局	2021-12-09	2023-11-30	721	労働安全衛生法第98条	労働基準監督署長から使用停止を命じられ ていたプレス機械を労働者に使用させてい たもの	2021-12-09	removed	
（株）佐野総業	静岡県富士市	静岡労働局	2022-03-02	2022-12-01	274	労働安全衛生法第20条 労働安全衛生規則第142条 労働者派遣法第45条	粉砕機の開口部に蓋、囲い等を設けなかっ たこと	2022-03-02	removed	
（有）川合開発	北海道日高郡新ひだか町	北海道労働局	2021-11-02	2023-11-30	758	労働安全衛生法第61条 労働安全衛生法施行令第20条	無資格の労働者にトラクター・ショベルの 運転業務をさせたもの	2021-11-02	removed	
（有）タナカコーポレーショ ン	埼玉県秩父郡小鹿野町	埼玉労働局	2021-10-28	2022-12-01	399	労働安全衛生法第61条 労働安全衛生法施行令第20条	無資格の者が車両系建設機械の運転業務を 行ったもの	2021-10-28	removed	
（有）柳生建設	和歌山県田辺市	和歌山労働局	2021-08-12	2022-12-01	476	労働安全衛生法第21条 労働安全衛生規則第519条	高さ4.3ｍの作業床で作業を行うにあた り、墜落防止措置を講じなかったもの	2021-08-12	removed	
寺田タカロン（株）	愛知県津島市	愛知労働局	2021-09-22	2022-12-01	435	労働安全衛生法第20条 労働安全衛生規則第107条	労働者に掃除作業を行わせる際に、機械の 運転を停止させなかったもの	2021-09-22	removed	
（株）シマブンコーポレー ション	兵庫県神戸市	和歌山労働局	2022-01-14	2022-12-01	321	労働安全衛生法第30条 労働安全衛生規則第635条	解体工事現場において、関係請負人が参加 する協議組織の設置等を行わなかったもの	2022-01-14	removed	
（株）那須バイゼハム	栃木県那須塩原市	栃木労働局	2021-10-01	2022-12-01	426	労働安全衛生法第100条 労働安全衛生規則第97条	休業４日以上を要する労働災害が発生した のに遅滞なく労働者死傷病報告を提出しな かったもの	2021-10-01	removed	
特定非営利活動法人若葉台ス ポーツ・文化クラブ	神奈川県横浜市旭区	神奈川労働局	2022-03-17	2022-12-01	259	労働安全衛生法第100条 労働安全衛生規則第97条	４日以上の休業を要する労働災害が発生し たのに、遅滞なく労働者死傷病報告書を提 出しなかったもの	2022-03-17	removed	
（株）宇徳	神奈川県横浜市中区	鳥取労働局	2021-09-17	2022-12-01	440	労働安全衛生法第100条 労働安全衛生規則第97条	４日以上の休業を要する労働災害が発生し た際、遅滞なく労働者死傷病報告書を提出 しなかったもの	2021-09-17	removed	
（有）野呂電設	大分県豊後大野市	大分労働局	2021-09-13	2022-12-01	444	労働安全衛生法第100条 労働安全衛生規則第97条	休業４日以上の労働災害が発生したのに、 遅滞なく労働者死傷病報告を提出しなかっ たもの	2021-09-13	removed	
アートゴンドラ（株）	大阪府豊中市	和歌山労働局	2022-01-14	2022-12-01	321	労働安全衛生法第20条 労働安全衛生規則第563条	解体工事現場において、高さ約27ｍの足場 上で作業を行うにあたり、墜落防止措置を 講じなかったもの	2022-01-14	removed	
大杉繊維（株）	大阪府和泉市	大阪労働局	2021-11-09	2023-11-30	751	労働安全衛生法第21条 労働安全衛生規則第519条 労働者派遣法第45条	倉庫内の高さ3.24ｍ棚上の作業床の端で、 手すり等を設けることなく、派遣労働者に 作業を行わせたもの	2021-11-09	removed	
（株）髙特	群馬県渋川市	群馬労働局	2022-05-11	2023-11-30	568	労働安全衛生法第21条 労働安全衛生規則第539条の３	高さ約10ｍの法面工事現場でのロープ高所 作業において、メインロープの切断防止措 置を講じることなく労働者に作業を行わせ たもの	2022-05-11	removed	
（株）小関工務店	東京都町田市	東京労働局	2021-11-09	2023-11-30	751	労働安全衛生法第61条 労働安全衛生法施行令第20条	無資格の労働者にフォークリフトの運 転業務をさせたもの	2021-11-09	removed	
日和工業（株）	香川県丸亀市	香川労働局	2021-11-12	2023-11-30	748	労働安全衛生法第100条 労働安全衛生規則第97条	４日以上の休業を要する労働災害が発生し たのに、遅滞なく労働者死傷病報告を提出 しなかったもの	2021-11-12	removed	
（有）長浜建設	沖縄県浦添市	沖縄労働局	2022-02-08	2022-12-01	296	労働安全衛生法第20条 労働安全衛生規則第158条	誘導者を配置せず、車両系建設機械に接触 する危険が生ずるおそれのある箇所に、労 働者を立ち入らせたもの	2022-02-08	removed	
錦大敷（株）	三重県度会郡大紀町	三重労働局	2022-03-23	2023-11-30	617	労働安全衛生法第40条 労働安全衛生施行令第12条	つり上げ荷重が25トンの移動式クレーン を、検査証の有効期間が切れたまま、労働 者に使用させたもの。	2022-03-23	removed	
明誠建設	大阪府大東市	大阪労働局	2022-02-21	2023-11-30	647	労働安全衛生法第20条 労働安全衛生規則第349条	労働者に足場の解体作業を行わせるに当た り、感電防止措置を講じていなかったもの	2022-02-21	removed	
（株）池田林業	鹿児島県曽於市財部町	鹿児島労働局	2021-09-01	2022-12-01	456	労働安全衛生法第59条 労働安全衛生規則第36条	チェーンソーを用いて立木の伐木業務を労 働者に行わせるに当たり、当該業務に係る 特別教育を行わなかったもの	2021-09-01	removed	
（株）九州建設サポート	宮崎県宮崎市大字大瀬町	宮崎労働局	2021-12-10	2023-11-30	720	労働基準法第32条	労働者２名に、36協定の延長時間を超える 違法な時間外・休日労働を行わせたもの	2021-12-10	removed	
大坪石材（株）	佐賀県武雄市	佐賀労働局	2022-02-03	2022-12-01	301	労働安全衛生法第20条 労働安全衛生規則第158条	車両系建設機械（トラクター・ショベル） に接触するおそれのある箇所に労働者を立 ち入らせたもの	2022-02-03	removed	
東北開発運輸（株）	新潟県阿賀野市	神奈川労働局	2022-04-04	2022-12-01	241	労働安全衛生法第21条 労働安全衛生規則第519条	労働者に、高さ3.8メートルの大型トラッ クの屋根除雪作業を行わせるにあたり、墜 落防止措置を講じていなかったもの	2022-04-04	removed	
（有）佐藤建材	神奈川県綾瀬市	神奈川労働局	2021-06-25	2022-12-01	524	労働安全衛生法第20条 労働安全衛生規則第147条	圧縮成形作業を行わせる際に、安全設備が 設けられていない機械で労働者に作業させ たもの	2021-06-25	removed	
（株）ドリルカット	静岡県御前崎市	静岡労働局	2022-03-03	2023-11-30	637	労働安全衛生法第40条 労働安全衛生施行令第12条	つり上げ荷重が３トン以上のクレーンを、 検査証の交付を受けないまま、労働者に使 用させたもの	2022-03-03	removed	
（株）栄久建設	静岡県沼津市	静岡労働局	2022-05-11	2022-12-01	204	労働安全衛生法第30条 労働安全衛生規則第638条の３	下水道管布設工事において地山の崩壊を防 止するための計画を作成するなどの措置を 講じなかったもの	2022-05-11	removed	
はりま建設（株）	秋田県仙北郡美郷町	秋田労働局	2022-03-10	2022-12-01	266	労働安全衛生法第21条 労働安全衛生規則第519条	高さ約４ｍの場所に手すり等を設けること なく、労働者に作業を行わせていたもの	2022-03-10	removed	
（学）スバルが丘岸本学園	兵庫県神戸市中央区	兵庫労働局	2022-03-25	2023-11-30	615	労働基準法第15条	労働契約を締結した労働者に対して、賃金、労 働時間等の労働条件を書面等の方法で明示しな かったもの	2022-03-25	removed	
（有）Ｊ’ｓ ｗｏｒｋｓ	岐阜県大垣市	岐阜労働局	2021-07-19	2022-12-01	500	労働安全衛生法第21条 労働安全衛生規則第519条	家屋の解体作業を行わせるに際し、墜落制 止用器具を使用させる等の墜落防止措置を 講じなかったもの	2021-07-19	removed	
（株）宙（そら）	福岡県北九州市小倉南区	福岡労働局	2021-10-01	2022-12-01	426	最低賃金法第４条	労働者３名に対し、５か月間の定期賃金合 計約250万円を支払わなかったもの	2021-10-01	removed	
（株）川出製作所	東京都江東区	東京労働局	2021-08-19	2022-12-01	469	労働安全衛生法第20条 労働安全衛生規則第131条	労働者にプレス機械を使用してプレス加工 作業を行わせるに当たり、法令で定める性 能を有する安全装置を使用せず、労働者に 作業させたもの	2021-08-17	removed	
（有）モデル・トライアル	愛知県清須市	愛知労働局	2021-11-08	2023-11-30	752	最低賃金法第４条	労働者１名に、１か月間の定期賃金合計約 34万円を支払わなかったもの	2021-11-08	removed	
（株）須田鉄工所	東京都大田区	東京労働局	2022-02-04	2023-11-30	664	労働安全衛生法第20条 労働安全衛生規則第111条	労働者に手袋を使用させたまま、ボール盤 の作業をさせたもの	2022-02-04	removed	
（株）山口建設	長崎県諫早市	長崎労働局	2021-09-29	2022-12-01	428	労働安全衛生法第100条 労働安全衛生規則第97条	４日以上の休業を要する労働災害が発生した のに、遅滞なく労働者死傷病報告書を提出し なかったもの	2021-09-29	removed	
